"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","66.4",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2007","Active population","71.3",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.2",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2008","Active population","71.6",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","67.2",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","71.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.3",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","72.0",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.5",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2011","Active population","73.5",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.1",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","73.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.2",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","74.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.7",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","76.0",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.5",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","75.8",""
"Males","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.0",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2006","Active population","79.6",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.9",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2007","Active population","79.9",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.6",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2008","Active population","80.3",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.6",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2009","Active population","80.4",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.8",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2010","Active population","80.6",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","63.5",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2011","Active population","81.9",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.2",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2012","Active population","81.6",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","69.1",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","82.1",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.2",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2014","Active population","83.4",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","83.0",""
"Males","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.6",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Active population","75.3",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","72.6",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Active population","75.0","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.3","b"
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Active population","74.7",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","71.5",""
"Males","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","76.6","b"
